N° del inventario	DESCRIPCIÓN	FOTO O PINTURA	Sala	Vitrina / Pared		Título principal del objeto u obra de arte	Creador del objeto	Cometarios al Creador del Objeto	Número/código asignado por el museo desde ingreso a ser expuesto	Uso que se le dio al objeto	Dueño actual	Dimensión: Alto	Dimensión: Ancho	Dimensión: Largo	Dimensión: Diámetro	Profundidad	Peso	Estado actual del objeto	Material del objeto (TECNICA USADA)	Código de Meta-descripción	Descripción o nota asociada al objeto	Fecha de creación del objeto/obra de arte	Comentario a la fecha de creación del objeto/obra de arte	Código del Período o evento	Periodo, evento	Fecha en que se encontró por primera vez el objeto, podría ser la misma fecha de la creation_date.	Fecha en que se encontró por última vez el objeto, podría ser la misma fecha de la creation_date_earliest.	Modificación por adición	Modificación por eliminación	Técnica usada en la modificación	Material usado en la modificación	Fecha de la modificación	Forma como fue adquirido el objeto	Identifica y da crédito a la persona, fundación o método por el cual el objeto fue adquirido  (del/a cual fue adquirido el objeto)	Descripción de donación	Fecha de adquisición como propiedad suya	Fecha de ingreso al museo	Descripción del ingreso	Departamento dentro del museo responsable por el objeto	Localización del objeto dentro del museo	List de enlaces oficiales del objeto dentro del museo 	Lista de enlaces oficial del objeto muy similares que figuran en otros museos			Código único en la database	Código único en la database para las clases	Nombre de la clase superior	Nombre de la clase	Lista de enlaces que describen la clase
					m04_s11_173_x	Banquete del Rey Baltazar	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo, marco de madera tallada y dorada			Siglo XVIII																							m04_s01_173_x				
					m04_s11_174_x	Milagro el vino en las bodas de Canaa	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana Vidriada, decorada a mano			Siglo XVIII																							m04_s01_174_x				
					m04_s11_175_x	Platón Español de porcelana vidriada y decorada a mano	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Cerámica vidriada y decorada a mano		Porcelana hecha a mano del siglo XVIII, se le reconoce como un azulejo con fondo blanco y degradación de colores en azul, porcelana española, presenta una escena deun paisaje urbano.	Siglo XVIII																							m04_s01_175_x	c_12/02; c_04/02_07	Cerámica de arte decorativo;  herramientas y equipos para servir alimentos	Cerámica de arte decorativo; recipientes de servicio	
					m04_s11_176_x	Platón colonial peruano	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana vidriada, decorada a mano		Porcelana virreinal hecha en el Perú, muy pocas de estas piezas han perdurado en el tiempo ya que el material usado era muy debil, pieza de mediados del siglo XVIII 	Siglo XVIII																							m04_s01_176_x	c_12/02; c_04/02_07	Cerámica de arte decorativo;  herramientas y equipos para servir alimentos	Cerámica de arte decorativo; recipientes de servicio	
					m04_s11_177_x	Platón de Dinastía Wan Li.	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana vidriada, decorada a mano		Plato de porcelana de la dinastia China Huan Li que fue gobernada entre los años de 1573 y 1619. Hay muy pocas piezas de este tipo.	alrededor de 1600																							m04_s01_177_x	c_12/02; c_04/02_07	Cerámica de arte decorativo;  herramientas y equipos para servir alimentos	Cerámica de arte decorativo; recipientes de servicio	
					m04_s11_178_x	Platón de Dinastía Wan Li.	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana decorada a mano		Plato de porcelana de la dinastia China Huan Li que fue gobernada entre los años de 1573 y 1619. Hay muy pocas piezas de este tipo.	alrededor de 1600																							m04_s01_178_x	c_12/02; c_04/02_07	Cerámica de arte decorativo;  herramientas y equipos para servir alimentos	Cerámica de arte decorativo; recipientes de servicio	
					m04_s11_179_x	Platón japonés	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana pintada a mano		Pieza pintada a mano de porcelana japonesa, del año 1600 	"
Siglo XVII"																							m04_s01_179_x	c_12/02	Cerámica de arte decorativo	Cerámica de arte decorativo	
					m04_s11_180_x	Jarrón Japonés	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana decorada a mano			"
 Siglo XVII"																							m04_s01_180_x	c_12/02	Cerámica de arte decorativo	Cerámica de arte decorativo	
					m04_s11_181_x	Fuente de porcelana de Compañía de Indias. Procedencia India	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana inglesa y alemana, porcelana decorada a mano y con impresos			"
 Siglo XIX"																							m04_s01_181_x	c_12/02; c_04/02_07	Cerámica de arte decorativo;  herramientas y equipos para servir alimentos	Cerámica de arte decorativo; recipientes de servicio	
					m04_s11_182_x	Vitrina con juegos de comida de porcelana inglesa y alemana.	Desconocido	No aplica	No registra información	Recopientes para servir alimentos	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Porcelana inglesa y alemana.		Vitrina que contiene: Piso alto: dos fuentes de porcelana inglésa con tapa, dos platos grandes de porcelana inglésa siglo XIX. Piso medio: juego de fuentes y platos te porcelana francesa Siglo XIX. Piso bajo: Vajilla de porcelana inglesa con motivos orientales. Siglo XIX.                                                                                                                                                                                        Piezas de porcelana inglesa de mitad del siglo XIX; Pintadas a mano y con diseños estampados con una especie de calcomania,diseños florales hechos a mano, vajilla de casa completo, mismo que no fue usado por la monjas del convento, ya que las monjas tenian unos votos de austeridad, entonces casi sin duda fueron adquiridos como dote por alguna de la religiosa que ingresaron al convento, en la actulidad ya no hay dote por entrar como religiosa son de la epoca virreynal. 	"
Siglo XIX"																							m04_s01_182_x	c_12/02; c_04/02_07; c_04/02_05; c_04/02_06	Cerámica de arte decorativo;  Herramientas y equipos para servir alimentos	Cerámica de arte decorativo; recipientes de servicio; juego de servicio de alimentos; utencilios para servir alimentos.	
						SALA 12 : ENFERMERIA - SALA DE LOS ÁNGELES															En este ambiente, anexo a la enfermería, se expone parte de la colección de esculturas y pinturas de Ángeles y Arcángeles del Monasterio. Uno de los más importantes aportes que hicieron los artistas andinos al arte universal, es la creación iconográfica de los ángeles y arcángeles como guerreros celestiales, que armados de arcabuces, hacían frente a los ejércitos del mal. Nuestro Museo no tiene Arcángeles Arcabuceros, pero se exponen aquí interesantes representaciones de ángeles, como la gran escultura de porte militar de San Miguel Arcángel, de factura quiteña (pues tiene el rostro y las manos de plomo vaciado, técnica típica de la escultura de Quito).																												
					m04_s12_183_x	San Miguel Arcángel	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		"Miguel: Príncipe guerrero en la lucha contra el demonio, significa “Quién como Dios”. Atributos: Viste con faldellín,
coraza, botas, espada y escudo. En ocasiones se asocia a la balanza, se le representa de pie sobre el demonio.                          El arcángel Miguel es el jefe del Ejército Celestial, representado con armaduras como guerrero y se le atribuye la espada de fuego porque fue quien expulsó a los rebeldes, encabezados por Luzbel que después de ser expulsado se convierte en Lucifer, él es quien por mandato de dios expulsa a Lucifer, este no sólo se rebela solo sino atrae otro grupo de ángeles, arcángeles, querubines y serafines.                                                                                                   Descripción física: Figura masculina de bulto y cuerpo entero,
alada y de pie sobre base redondeada. Pierna derecha flectada, brazo
derecho levantado. Cabellos ondulados oscuros hasta la altura del
hombro. Viste jubón rojo ribeteado en dorado, faldilla verde y sandalias
romanas; cruza su pecho una banda de color rojo. Sobre la peana yace
una figura alada roja con dos cachos en su cabeza, manos y cola."	"
Siglo XVIII"																								c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
					m04_s12_184_x	San Miguel Arcángel	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Madera tallada y policromada		https://museoamparo.com/colecciones/pieza/1802/san-miguel-arcangel	"
Siglo XVIII"																								 c_11/05_12_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en madera tema relligioso	
					m04_s12_185_x	San Miguel Arcángel	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Maguey y tela encolada. Plomo vaciado, plata repujada		"Miguel: Príncipe guerrero en la lucha contra el demonio, significa “Quién como Dios”. Atributos: Viste con faldellín,
coraza, botas, espada y escudo. En ocasiones se asocia a la balanza, se le representa de pie sobre el demonio.                          El arcángel Miguel es el jefe del Ejército Celestial, representado con armaduras como guerrero y se le atribuye la espada de fuego porque fue quien expulsó a los rebeldes, encabezados por Luzbel que después de ser expulsado se convierte en Lucifer, él es quien por mandato de dios expulsa a Lucifer, este no sólo se rebela solo sino atrae otro grupo de ángeles, arcángeles, querubines y serafines.                                                                                                   Descripción física: Figura masculina de bulto y cuerpo entero,
alada y de pie sobre base redondeada. Pierna derecha flectada, brazo
derecho levantado. Cabellos ondulados oscuros hasta la altura del
hombro. Viste jubón rojo ribeteado en dorado, faldilla verde y sandalias
romanas; cruza su pecho una banda de color rojo. Sobre la peana yace
una figura alada roja con dos cachos en su cabeza, manos y cola."	"
Siglo XVIII"																								 c_11/05_17_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en fibra vegetal (maguey) tema religioso	
					m04_s12_186_x	Ángel con las llaves de San Pedro	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo			"
Siglo XVIII"																								c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
					m04_s12_187_x	San Gabriel Arcángel	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		"Gabriel: Asociado a la Anunciación, “Fuerza de Dios”. Atributos: lirio, azucena diadema y vara con filacteria e inscripción ""Ave María Gratia Plena"":"	"
Siglo XVIII"																								c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
					m04_s12_188_x	San Rafael Arcángel	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Rafael: Significa “Medicina de Dios”. Viste de peregrino con bordón, calabaza, lanza como guardián de Tobías, una concha, un pez, un niño	"
Siglo XVIII"																								c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
					m04_s12_189_x	San Miguel Arcángel	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Miguel: Príncipe guerrero en la lucha contra el demonio, significa “Quién como Dios”. Atributos: Viste con faldellín,coraza, botas, espada y escudo. En ocasiones se asocia a la balanza, se le representa de pie sobre el demonio.	"
Siglo XVIII"																								c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
